day,rain,temp,humi,wind
20231125,0.0,0.6833333333333332,35.208333333333336,1.6583333333333332
20231126,0.0958333333333333,5.525,59.75,1.5666666666666669
20231127,0.0541666666666666,4.991666666666666,76.70833333333333,2.7375000000000003
20231128,0.0,-0.1791666666666667,53.625,2.904166666666667
20231129,0.0,-2.4125,56.208333333333336,2.7916666666666665
20231130,0.0,-4.05,53.625,2.4125
20231201,0.0,-2.0375,55.66666666666666,2.154166666666667
20231202,0.0,2.3916666666666666,61.333333333333336,2.0541666666666667
20231203,0.0,0.6749999999999999,56.875,1.9041666666666668
20231204,0.0,4.879166666666666,53.29166666666666,1.9916666666666665
20231205,0.0,6.933333333333334,61.04166666666666,1.8125
20231206,0.1583333333333333,5.270833333333333,72.5,2.4458333333333333
20231207,0.0,7.833333333333333,67.79166666666667,2.770833333333333
20231208,0.0,13.704166666666666,77.83333333333333,3.0083333333333333
20231209,0.0,12.270833333333334,82.5,2.4541666666666666
20231210,0.0499999999999999,12.216666666666669,66.375,4.904166666666667
20231211,0.4416666666666666,6.591666666666666,83.41666666666667,5.4375
20231212,0.0,4.970833333333333,77.625,2.2416666666666667
20231213,0.0041666666666666,8.637500000000001,68.83333333333333,3.0
20231214,1.6666666666666667,6.55,95.375,5.358333333333333
20231215,0.3958333333333333,3.0,92.20833333333331,3.3791666666666664
20231216,0.0,-7.825,57.458333333333336,4.429166666666666
20231217,0.0,-9.704166666666667,49.0,2.708333333333333
20231218,0.0,-6.104166666666667,44.583333333333336,2.270833333333333
20231219,0.0458333333333333,-3.1625,70.66666666666667,2.2625
20231220,0.0,-9.9125,60.375,3.2875
20231221,0.0,-11.8375,54.375,3.045833333333333
20231222,0.0,-10.829166666666666,55.41666666666666,2.3291666666666666
20231223,0.0458333333333333,-4.241666666666666,58.41666666666666,1.825
20231224,0.0208333333333333,-0.8166666666666668,77.45833333333333,1.0041666666666669
20231225,0.0083333333333333,-0.6666666666666666,78.04166666666667,1.6916666666666669
20231226,0.0,1.7791666666666666,74.70833333333333,1.8583333333333332
20231227,0.0,1.8458333333333328,75.625,1.0833333333333333
20231228,0.0,1.4125,66.58333333333333,1.8958333333333333
20231229,0.0208333333333333,1.4958333333333331,73.20833333333333,1.8083333333333331
20231230,0.7208333333333333,1.4291666666666665,97.41666666666669,2.841666666666667
20231231,0.0,1.5833333333333333,94.875,1.7041666666666666
